,Unnamed: 0,Max,Depth,Test,size,Accuracy,Dataset Time,Training Time,Total Time
137,13,,5,,0.3,0.6872066666666666,4.4088145438581705,40.329663334414356,44.925672948360436
138,13,,5,,0.3,0.6878666666666666,4.429531769827007,40.45568458549678,45.07250116206706
139,13,,5,,0.3,0.6628266666666667,4.466554576531053,40.35800214856864,45.01183032058179
140,14,,6,,0.3,0.8540933333333334,4.223439576104283,48.3524528797716,52.76339695602656
141,14,,6,,0.3,0.7812,4.259024625644088,47.873993940651424,52.31913110055029
142,14,,6,,0.3,0.7781399999999999,4.276613371446729,47.498015316203244,51.96281911991537
143,14,,6,,0.3,0.7924066666666667,4.312795365229248,47.527799598872654,52.028806323185556
144,14,,6,,0.3,0.7457,4.3539726473391065,47.26647269167007,51.806893056258566
145,14,,6,,0.3,0.7201733333333333,4.347459152340888,47.31048815324903,51.84670229256153
146,14,,6,,0.3,0.7125133333333333,4.414395559579134,47.501676959916956,52.10391518101096
147,14,,6,,0.3,0.7027133333333333,4.488114044070245,47.364401744678624,52.04047945514321
148,14,,6,,0.3,0.70134,4.465231999754907,47.58526836894453,52.2386850360781
149,14,,6,,0.3,0.6849933333333333,4.4764017667621365,47.347723951563246,52.01224070042372
150,15,,7,,0.3,0.8693733333333333,4.2259642854332915,56.02954931743442,60.443002227693796
151,15,,7,,0.3,0.8032733333333333,4.250269023701549,54.891971366479986,59.33069087937474
152,15,,7,,0.3,0.79996,4.283194312825799,54.91282318346202,59.384869558736675
153,15,,7,,0.3,0.8080266666666667,4.300587357953192,54.29268361628056,58.78160658292472
154,15,,7,,0.3,0.76878,4.330018909648061,53.89469355531036,58.41370776109397
155,15,,7,,0.3,0.7417866666666667,4.372041521593928,54.173854688182466,58.736040640622385
156,15,,7,,0.3,0.7283066666666667,4.391421793028711,53.83703744225203,58.41822245903314
157,15,,7,,0.3,0.7265,4.407413512468338,53.99944350495935,58.59623536840081
158,15,,7,,0.3,0.72688,4.436755504459144,54.30744880251586,58.9334893450141
159,15,,7,,0.3,0.7048466666666666,4.460693506523967,53.95152237638831,58.602694038301706
160,16,,8,,0.3,0.88494,4.252085318788886,62.33689810149372,66.77659760788083
161,16,,8,,0.3,0.8196266666666666,4.2557896077632895,62.430763492360704,66.87602584064007
162,16,,8,,0.3,0.8188066666666667,4.310094427317382,60.65790981985629,65.1584291998297
163,16,,8,,0.3,0.82862,4.395358692854643,60.83708212152124,65.42254029586911
164,16,,8,,0.3,0.7860133333333333,4.3321784157305965,60.19646642170847,64.71955088712275
165,16,,8,,0.3,0.7619666666666667,4.362103719264268,60.277833554893725,64.83119650743902
166,16,,8,,0.3,0.7501,4.391574019566178,60.11367719061672,64.69573532603681
167,16,,8,,0.3,0.74226,4.415142124518752,60.43135164678097,65.037058474496
168,16,,8,,0.3,0.7429666666666667,4.4389490988105536,61.31636960245668,65.94564303942025
169,16,,8,,0.3,0.7231466666666667,4.491923497989773,60.91104032099247,65.5946584995836
170,17,,9,,0.3,0.8986666666666666,4.255430243909359,68.87847325019538,73.32156410440804
171,17,,9,,0.3,0.8370000000000001,4.287295030429958,67.65642202831805,72.1353716738522
172,17,,9,,0.3,0.8359,4.280645407736301,66.7399235535413,71.21220775693655
173,17,,9,,0.3,0.84478,4.306133650243281,67.01069406792521,71.50689120404422
174,17,,9,,0.3,0.8046266666666667,4.327587177976967,66.19710322283208,70.71453371830285
175,17,,9,,0.3,0.7770133333333333,4.468174897134303,66.19759778864682,70.85835169069469
176,17,,9,,0.3,0.7658666666666667,4.379423324018717,66.19760936126113,70.76905906014144
177,17,,9,,0.3,0.7582266666666667,4.419126346707343,66.29731976427138,70.90872064232826
178,17,,9,,0.3,0.7571666666666667,4.441398037597537,66.5891234241426,71.22176522947848
179,17,,9,,0.3,0.7358866666666667,4.4565539453178635,66.21732640266417,70.86653533205391
